vibration,temperature,speed,load,RUL
5.993428306022466,40.921924421226095,1277.1837283533825,81.48103234020024,231.03317805691046
4.72347139765763,51.39614989220498,1373.813833252442,86.10119053615668,222.20384344649057
6.295377076201385,55.863944665783556,1311.587963285151,77.48034868203317,202.6209315023624
8.046059712816051,78.8768765734019,1390.4008362517725,40.862534635573454,185.26154920759527
4.531693250553328,65.56553124533758,1457.1699378577623,67.66866351208361,224.3905434828995
4.531726086101639,46.64518430900109,1667.4308972662768,52.66438637624627,284.7371605261038
8.158425631014783,64.86036289417638,1435.7681922588595,66.9609134062289,172.46151963708215
6.534869458305818,44.52696011061634,1182.8748586460815,84.70006354200841,210.87294259116746
4.061051228130096,70.82691053887073,1728.013569299032,74.57726253812459,210.5645166931202
6.085120087171929,55.28875348182122,1332.5819732769921,87.2213629959615,192.3136472348364
4.0731646143750755,59.06363811260829,1488.2559145790742,75.1263088107031,233.08579134310267
4.068540492859486,73.2579664754219,1589.3073013881424,50.52511090496646,241.6682932988142
5.483924543132068,47.1283643141575,1539.9220836805566,32.18729490140898,300.0
1.1734395106844042,46.02881814887009,1718.8359095042952,72.23213142519386,300.0
1.5501643349739345,54.16400673653995,1595.8006286785517,66.79110300473252,293.23286699521225
3.8754249415180544,70.38378851019317,1327.7380840605783,55.34581390927177,243.0823279929352
2.9743377593311524,44.806539245231576,1935.7124347983324,44.49059125522933,300.0
5.628494665190548,31.67844401889431,1538.8666926676467,58.978851797909364,288.7474142874891
3.1839518489575784,55.488411415910015,1470.5319546756987,67.08262772702835,265.63995784327375
2.175392597329417,65.51740799910921,1692.7850846111141,79.98816735559585,241.3520440084465
7.931297537843108,72.00261749738829,1549.8901891860144,72.8294662235197,152.78110260229727
4.548447399026928,55.36838637914601,1579.8456385878653,94.12100870759093,204.85500319491763
5.1350564093758475,55.885733928839976,1998.4367997201373,54.465939159319085,254.5037772627037
2.1505036275730864,71.53900734255747,1444.9757143489908,83.2158833808615,224.84060582999655
3.9112345509496347,41.3025830030458,1436.4478211965209,70.70948114693091,277.66209400926755
5.2218451794197325,56.114792248169906,1523.3157024024927,80.42003686177877,213.81268251969604
2.6980128451553944,61.90423889925058,1714.3031871162077,63.45227705101685,265.54291394764266
5.751396036691344,64.49218721285034,1198.6931939619203,86.07520560835884,180.6318766113909
3.79872262016239,54.901933068091175,1106.888821704699,74.42837137517864,246.5727374986138
4.416612500413446,60.344410117058416,1382.5769458759705,59.80832522623376,248.34950442033085
3.796586775541206,35.1167264658701,1173.2154081881426,69.81963956630217,293.0882860856885
8.704556369017876,53.41751587666152,1415.0337304948723,66.4066621159435,187.98662953749357
4.973005550524132,64.53508712554468,1600.499939225858,77.33767525956691,205.3282296016983
2.8845781420881993,50.177059657453206,1321.8502272895473,52.303348759382374,300.0
6.645089824206378,60.58984221589597,1214.6346846437316,69.55972446826458,199.80438150271553
2.5583127000579555,64.46872500802698,1513.8674323430696,75.92960878973996,243.79344629846676
5.4177271900095105,56.57450799142235,1672.508696923034,70.49534960789549,224.84205175516942
1.0806597522404489,61.70463770996571,1161.0053122966774,90.20411866583493,250.07465029770947
2.343627902203139,50.372674347153875,1664.0464796611968,81.61034161106579,266.6847203560465
5.393722471738247,57.93388720303953,1663.4612407476652,69.8877880488888,223.39470644451404
6.476933159990821,66.10216169589222,1690.8170204313255,73.2503364624651,185.7661745146556
5.342736562379941,61.569729609684344,1743.6960429743374,74.43498327223,210.06701743658718
4.768703435223519,54.13468730436065,1940.4027849319232,76.04949406250236,231.1258327691724
4.3977926088214225,62.24216404290793,1428.781590276189,42.61513006503088,270.6260876843165
2.0429560192651453,67.14609790636618,1521.9143160155716,65.47710556345979,261.8478055531008
3.5603115832105825,39.50058721422522,1416.7123133503949,47.73341397709861,300.0
4.078722458080425,71.59074064955898,1500.3953689511623,89.17421421189229,186.87636051183722
7.114244452437831,56.63745261318928,1806.5746711272623,69.08725719995608,201.38054218711983
5.687236579136923,64.2548993324023,1230.9971032138662,67.09988575480565,210.53182401593307
1.473919689274532,71.97246923645228,1327.790065566885,83.45195998049853,233.76832621722966
5.64816793878959,46.28326302769534,1775.4361873009123,76.33487196174812,233.20864692014328
